Parameters vs Time
Line A: Structure Forces, Total Force/Moment - Global X (floater) [N]

*Time (s);Line A (N)
3227.30005;683945.375
3227.40015;687655.8125
3227.5;693012.6875
3227.6001;699648.25
3227.69995;707907.4375
3227.80005;717577.3125
3227.90015;728609.9375
3228;740727.125
3228.1001;753627.8125
3228.19995;767333.125
3228.30005;781585.9375
3228.40015;795898.625
3228.5;810202.25
3228.6001;824094.125
3228.69995;837559.8125
3228.80005;850081.875
3228.90015;861360.25
3229;871588.75
3229.1001;880363.625
3229.19995;887254.125
3229.30005;892539.25
3229.40015;895796.9375
3229.5;897414
3229.6001;896845.6875
3229.69995;894394.625
3229.80005;890026.5
3229.90015;884049.1875
3230;876284
3230.1001;866870.3125
3230.19995;856252.8125
3230.30005;844392.5625
3230.40015;831543.875
3230.5;817758.5625
3230.6001;803560.3125
3230.69995;788971.8125
3230.80005;774076.25
3230.90015;759186.875
3231;744524.375
3231.1001;730059.9375
3231.19995;716294.375
3231.30005;702852.9375
3231.40015;690158.375
3231.5;678242
3231.6001;666942.25
3231.69995;656492.25
3231.80005;646706.4375
3231.90015;637585.125
3232;629030.375
3232.1001;620963.5625
3232.19995;613531.25
3232.30005;606202.5625
3232.40015;599108.375
3232.5;592172.3125
3232.6001;585237.125
3232.69995;578114.4375
3232.80005;570781.4375
3232.90015;563077.4375
3233;554991.6875
3233.1001;546357.4375
3233.19995;537381.625
3233.30005;527615
3233.40015;517377.59375
3233.5;506678.8125
3233.6001;495345.25
3233.69995;483761.5
3233.80005;471509.28125
3233.90015;459111.125
3234;446420.09375
3234.1001;433615.90625
3234.19995;420819.46875
3234.30005;408129.71875
3234.40015;395636.84375
3234.5;383478.34375
3234.6001;371814.625
3234.69995;360639.78125
3234.80005;350044.0625
3234.90015;340197
3235;331117.78125
3235.1001;322922.46875
3235.19995;315466.6875
3235.30005;308917.96875
3235.40015;303195.5
3235.5;298263.4375
3235.6001;294153.28125
3235.69995;290762.5625
3235.80005;287992.40625
3235.90015;285836.9375
3236;284149.96875
3236.1001;282904.46875
3236.19995;281904.25
3236.30005;281177.125
3236.40015;280517.0625
3236.5;279817.28125
3236.6001;279043.59375
3236.69995;278127.65625
3236.80005;276946
3236.90015;275468.84375
3237;273639.3125
3237.1001;271386.625
3237.19995;268758.59375
3237.30005;265675.46875
3237.40015;262174.84375
3237.5;258314.53125
3237.6001;254083.125
3237.69995;249565.75
3237.80005;244735.5
3237.90015;239713.5625
3238;234628.015625
3238.1001;229430.921875
3238.19995;224278.21875
3238.30005;219250.953125
3238.40015;214400.09375
3238.5;209788.8125
3238.6001;205484.25
3238.69995;201546.625
3238.80005;198082.84375
3238.90015;195038.90625
3239;192560.25
3239.1001;190576.09375
3239.19995;189147.078125
3239.30005;188258.859375
3239.40015;187904.671875
3239.5;188064.0625
3239.6001;188713.59375
3239.69995;189819.515625
3239.80005;191351.484375
3239.90015;193193.34375
3240;195403.53125
3240.1001;197807.75
3240.19995;200363.046875
3240.30005;203079.546875
3240.40015;205818.59375
3240.5;208605.09375
3240.6001;211325.328125
3240.69995;213936.96875
3240.80005;216445.078125
3240.90015;218702.921875
3241;220863.78125
3241.1001;222685
3241.19995;224336.796875
3241.30005;225682.125
3241.40015;226754.515625
3241.5;227690.09375
3241.6001;228317.328125
3241.69995;228796.515625
3241.80005;229018.9375
3241.90015;229038.34375
3242;228955.15625
3242.1001;228770.234375
3242.19995;228439.484375
3242.30005;228106.59375
3242.40015;227701.875
3242.5;227347.53125
3242.6001;226995
3242.69995;226627.28125
3242.80005;226332.40625
3242.90015;226077.25
3243;225908.96875
3243.1001;225739.484375
3243.19995;225621.875
3243.30005;225553.15625
3243.40015;225510.0625
3243.5;225406.28125
3243.6001;225273.75
3243.69995;225113.6875
3243.80005;224715.34375
3243.90015;224214.46875
3244;223591.8125
3244.1001;222735.59375
3244.19995;221573.171875
3244.30005;220153.78125
3244.40015;218459.65625
3244.5;216426.015625
3244.6001;213921.765625
3244.69995;211163.484375
3244.80005;207988.359375
3244.90015;204461.375
3245;200509.0625
3245.1001;196327.375
3245.19995;191667.40625
3245.30005;186735.265625
3245.40015;181612.484375
3245.5;176204
3245.6001;170660.546875
3245.69995;165027.375
3245.80005;159362.1875
3245.90015;153685.5625
3246;148163.234375
3246.1001;142822.1875
3246.19995;137718.46875
3246.30005;132951.25
3246.40015;128579.90625
3246.5;124736.71875
3246.6001;121420.28125
3246.69995;118649.8203125
3246.80005;116575.4609375
3246.90015;115228.9375
3247;114605.7578125
3247.1001;114750.2265625
3247.19995;115649.046875
3247.30005;117399.4296875
3247.40015;119888.0078125
3247.5;123136.203125
3247.6001;127137.0390625
3247.69995;131816.59375
3247.80005;137129.765625
3247.90015;143081.75
3248;149530.1875
3248.1001;156445.0625
3248.19995;163682.09375
3248.30005;171317.96875
3248.40015;179013.265625
3248.5;186914.734375
3248.6001;194811.765625
3248.69995;202677.78125
3248.80005;210357
3248.90015;217898.59375
3249;225187.28125
3249.1001;232047.546875
3249.19995;238646.84375
3249.30005;244763.34375
3249.40015;250501.65625
3249.5;255816.90625
3249.6001;260677.28125
3249.69995;265093.125
3249.80005;269192.03125
3249.90015;272864.53125
3250;276268.5625
3250.1001;279467.15625
3250.19995;282448.9375
3250.30005;285279.875
3250.40015;288077.3125
3250.5;290859.46875
3250.6001;293700.28125
3250.69995;296684.90625
3250.80005;299885.375
3250.90015;303333.59375
3251;307033.4375
3251.1001;311089.8125
3251.19995;315456.90625
3251.30005;320130.25
3251.40015;325186.28125
3251.5;330460.375
3251.6001;335892.15625
3251.69995;341576.5
3251.80005;347396.71875
3251.90015;353176.59375
3252;358796.3125
3252.1001;364470.28125
3252.19995;369620.21875
3252.30005;374355.8125
3252.40015;378662.59375
3252.5;382238.71875
3252.6001;385111.96875
3252.69995;387045.96875
3252.80005;387969.03125
3252.90015;387917.875
3253;386597.5
3253.1001;384206.0625
3253.19995;380554.71875
3253.30005;375761.9375
3253.40015;369713.0625
3253.5;362528.3125
3253.6001;354141.09375
3253.69995;344786.90625
3253.80005;334428.09375
3253.90015;323221.84375
3254;311350.9375
3254.1001;298823.0625
3254.19995;286014.5625
3254.30005;272845.875
3254.40015;259611.84375
3254.5;246533.28125
3254.6001;233653.09375
3254.69995;221176.234375
3254.80005;209289.625
3254.90015;197971.34375
3255;187633.265625
3255.1001;178161.515625
3255.19995;169718.421875
3255.30005;162280.6875
3255.40015;155945.46875
3255.5;150736.03125
3255.6001;146649.15625
3255.69995;143639.390625
3255.80005;141634.03125
3255.90015;140632.046875
3256;140452.59375
3256.1001;141037.84375
3256.19995;142362.890625
3256.30005;144169.96875
3256.40015;146614.90625
3256.5;149229.1875
3256.6001;152148.734375
3256.69995;155272.0625
3256.80005;158436.5625
3256.90015;161638.28125
3257;164728.5
3257.1001;167894.78125
3257.19995;170953.0625
3257.30005;173921.90625
3257.40015;177066.703125
3257.5;180239.609375
3257.6001;183618.4375
3257.69995;187358.671875
3257.80005;191583.671875
3257.90015;196352.96875
3258;201847.25
3258.1001;208442.15625
3258.19995;215995.65625
3258.30005;224949.3125
3258.40015;235341.375
3258.5;247307.46875
3258.6001;260923.578125
3258.69995;276263.34375
3258.80005;293574.6875
3258.90015;312924.78125
3259;334014.625
3259.1001;357159.21875
3259.19995;381821.4375
3259.30005;408503.6875
3259.40015;436677.84375
3259.5;466164.34375
3259.6001;496718.75
3259.69995;528181.125
3259.80005;560324.875
3259.90015;592656.625
3260;624907.4375
3260.1001;656855.375
3260.19995;687746.8125
3260.30005;717912.6875
3260.40015;746348
3260.5;772906.8125
3260.6001;797298.5625
3260.69995;819270.25
3260.80005;838489.9375
3260.90015;854816.3125
3261;867827.5625
3261.1001;877611.625
3261.19995;883820.5
3261.30005;886668
3261.40015;886233.875
3261.5;882109.5625
3261.6001;874745.4375
3261.69995;864275.4375
3261.80005;850635.5
3261.90015;834598.6875
3262;815657.125
3262.1001;794915.9375
3262.19995;772224
3262.30005;747726.9375
3262.40015;722267.5625
3262.5;696226.1875
3262.6001;669434.75
3262.69995;642688.125
3262.80005;616233.8125
3262.90015;590050.9375
3263;564796.0625
3263.1001;540857.0625
3263.19995;517944.375
3263.30005;496493.1875
3263.40015;476630.09375
3263.5;458715.1875
3263.6001;442215.625
3263.69995;427661.25
3263.80005;414753.875
3263.90015;403806.71875
3264;394159.1875
3264.1001;386291.46875
3264.19995;379753.125
3264.30005;374492.625
3264.40015;370533.875
3264.5;367117.96875
3264.6001;364820.21875
3264.69995;363037.875
3264.80005;361748.78125
3264.90015;360755.6875
3265;360103.9375
3265.1001;359514.03125
3265.19995;358944.40625
3265.30005;358439.4375
3265.40015;357944.96875
3265.5;357258.34375
3265.6001;356758.625
3265.69995;356198.65625
3265.80005;355711.3125
3265.90015;355434.125
3266;355485.03125
3266.1001;355929.9375
3266.19995;356767.28125
3266.30005;358282.75
3266.40015;360440
3266.5;363389.4375
3266.6001;367334.25
3266.69995;372215.03125
3266.80005;378236.5625
3266.90015;385205.53125
3267;393311.96875
3267.1001;402548.71875
3267.19995;412790.625
3267.30005;424052.03125
3267.40015;436172.5
3267.5;449150.46875
3267.6001;462722.21875
3267.69995;476789.4375
3267.80005;491375.78125
3267.90015;505836.46875
3268;520379.71875
3268.1001;534591.625
3268.19995;548350.125
3268.30005;561524.375
3268.40015;573843.9375
3268.5;585064.1875
3268.6001;595163.4375
3268.69995;603746.125
3268.80005;611001.875
3268.90015;616580.5
3269;620577.875
3269.1001;622812.8125
3269.19995;623410.75
3269.30005;622119.8125
3269.40015;619294.8125
3269.5;614882.1875
3269.6001;608980.0625
3269.69995;601559.9375
3269.80005;592743.9375
3269.90015;583048.5625
3270;572307.75
3270.1001;560697.25
3270.19995;548543.25
3270.30005;536015.875
3270.40015;523086.09375
3270.5;510202.8125
3270.6001;497264.53125
3270.69995;484741.75
3270.80005;472407.25
3270.90015;460756.75
3271;449573.9375
3271.1001;439128.53125
3271.19995;429462.5625
3271.30005;420557.03125
3271.40015;412394.90625
3271.5;405107.5
3271.6001;398728.21875
3271.69995;393116.34375
3271.80005;388280.5
3271.90015;384050.375
3272;380631.5
3272.1001;377680.9375
3272.19995;375158.40625
3272.30005;373067.40625
3272.40015;371377.40625
3272.5;369847.9375
3272.6001;368580.25
3272.69995;367259.0625
3272.80005;366115.71875
3272.90015;364825.625
3273;363421.625
3273.1001;361934.4375
3273.19995;360207.34375
3273.30005;358244.65625
3273.40015;356096.21875
3273.5;353618.71875
3273.6001;350896.3125
3273.69995;347870.9375
3273.80005;344636.40625
3273.90015;341126.5625
3274;337300.71875
3274.1001;333234.78125
3274.19995;329063.75
3274.30005;324576.1875
3274.40015;319860.46875
3274.5;315104.71875
3274.6001;310087.84375
3274.69995;305013.5
3274.80005;299709.8125
3274.90015;294315.8125
3275;288833.6875
3275.1001;283319.59375
3275.19995;277738.21875
3275.30005;272059.5625
3275.40015;266345.875
3275.5;260677.46875
3275.6001;254972.625
3275.69995;249325.890625
3275.80005;243745.484375
3275.90015;238229.15625
3276;232810.203125
3276.1001;227530.84375
3276.19995;222483.125
3276.30005;217555.46875
3276.40015;212949.09375
3276.5;208537.3125
3276.6001;204428.484375
3276.69995;200624.625
3276.80005;197144.46875
3276.90015;194042.8125
3277;191320.421875
3277.1001;188835.171875
3277.19995;186780.65625
3277.30005;185002.484375
3277.40015;183622.21875
3277.5;182420.1875
3277.6001;181556.03125
3277.69995;180922.34375
3277.80005;180341.953125
3277.90015;179850.265625
3278;179507.578125
3278.1001;179186.15625
3278.19995;178731.40625
3278.30005;178245.625
3278.40015;177547.03125
3278.5;176769.5625
3278.6001;175710.375
3278.69995;174418.875
3278.80005;172910.78125
3278.90015;171195.15625
3279;169173.046875
3279.1001;167023.875
3279.19995;164752.640625
3279.30005;162449.1875
3279.40015;160124.5625
3279.5;158047.15625
3279.6001;156105.71875
3279.69995;154500.0625
3279.80005;153428.015625
3279.90015;152987.734375
3280;153308.125
3280.1001;154488.515625
3280.19995;156773
3280.30005;160191.59375
3280.40015;164870.3125
3280.5;170922.390625
3280.6001;178354.0625
3280.69995;187424.34375
3280.80005;197926.640625
3280.90015;209989.53125
3281;223402.6875
3281.1001;238477.140625
3281.19995;254778.4375
3281.30005;272416.65625
3281.40015;291109.59375
3281.5;310811.25
3281.6001;331240.59375
3281.69995;352216.625
3281.80005;373512.59375
3281.90015;395031.25
3282;416160.375
3282.1001;436971
3282.19995;456840.96875
3282.30005;476030.09375
3282.40015;493894.125
3282.5;510305.46875
3282.6001;525250.25
3282.69995;538406.125
3282.80005;549482.875
3282.90015;558644.9375
3283;565603.5
3283.1001;570371.75
3283.19995;572880.8125
3283.30005;573481.5625
3283.40015;571802.6875
3283.5;568320.75
3283.6001;562843
3283.69995;555733.625
3283.80005;547312.6875
3283.90015;537375.3125
3284;526562.6875
3284.1001;514782.96875
3284.19995;502615.71875
3284.30005;489851.78125
3284.40015;477254.625
3284.5;464745.65625
3284.6001;452450.59375
3284.69995;440732.5
3284.80005;429685.375
3284.90015;419416.71875
3285;410061.1875
3285.1001;401608.8125
3285.19995;394224.25
3285.30005;387694.625
3285.40015;382061.4375
3285.5;377429.34375
3285.6001;373524.5625
3285.69995;370196.53125
3285.80005;367328.65625
3285.90015;364745.25
3286;362313.125
3286.1001;359873.25
3286.19995;357137.9375
3286.30005;353974.9375
3286.40015;350226.25
3286.5;345702.46875
3286.6001;340150.09375
3286.69995;333779.5625
3286.80005;326138.96875
3286.90015;317408.34375
3287;307532.96875
3287.1001;296377.59375
3287.19995;284041.46875
3287.30005;270761.78125
3287.40015;256425.453125
3287.5;241165.34375
3287.6001;225208.078125
3287.69995;208922.6875
3287.80005;192103
3287.90015;175276.125
3288;158476.125
3288.1001;142035.5
3288.19995;126102.625
3288.30005;110951.3671875
3288.40015;96692.609375
3288.5;83538.2890625
3288.6001;71675.1171875
3288.69995;61183.46875
3288.80005;52191.37890625
3288.90015;44806.98046875
3289;38988.5859375
3289.1001;34850.84375
3289.19995;32322.796875
3289.30005;31399.7265625
3289.40015;31920.21484375
3289.5;33930.58984375
3289.6001;37178.77734375
3289.69995;41594.3984375
3289.80005;47060.36328125
3289.90015;53393.890625
3290;60361.609375
3290.1001;67920.328125
3290.19995;75874.359375
3290.30005;84073.5390625
3290.40015;92388.03125
3290.5;100762.484375
3290.6001;108985
3290.69995;117077.7109375
3290.80005;124997.90625
3290.90015;132691.90625
3291;140101.109375
3291.1001;147331.15625
3291.19995;154398.90625
3291.30005;161312.5
3291.40015;168207.578125
3291.5;175116.890625
3291.6001;182188.15625
3291.69995;189448.03125
3291.80005;197087.46875
3291.90015;205066.1875
3292;213573.65625
3292.1001;222666.5625
3292.19995;232368.953125
3292.30005;242704.78125
3292.40015;253739.65625
3292.5;265343.03125
3292.6001;277591.4375
3292.69995;290350.34375
3292.80005;303654.71875
3292.90015;317181.90625
3293;331061.28125
3293.1001;344872.65625
3293.19995;358457.15625
3293.30005;371910.28125
3293.40015;384848.5
3293.5;397034.59375
3293.6001;408294.9375
3293.69995;418542.03125
3293.80005;427378.90625
3293.90015;434994.21875
3294;440849.6875
3294.1001;444963.53125
3294.19995;447448.75
3294.30005;447955
3294.40015;446676.875
3294.5;443442.28125
3294.6001;438364
3294.69995;431478.59375
3294.80005;422756.625
3294.90015;412640.125
3295;401059.75
3295.1001;388246.875
3295.19995;374494.125
3295.30005;359827.46875
3295.40015;344618.0625
3295.5;329198.6875
3295.6001;313580.375
3295.69995;298123.6875
3295.80005;282938.84375
3295.90015;268466.84375
3296;254705.75
3296.1001;241814.90625
3296.19995;230019.90625
3296.30005;219538.96875
3296.40015;210194.28125
3296.5;202373.890625
3296.6001;195835.9375
3296.69995;190628.21875
3296.80005;186904.75
3296.90015;184369.515625
3297;182979.265625
3297.1001;182761.15625
3297.19995;183557.046875
3297.30005;185094.09375
3297.40015;187394.8125
3297.5;190159.859375
3297.6001;193380
3297.69995;196673.078125
3297.80005;200098
3297.90015;203481.71875
3298;206585.15625
3298.1001;209406.6875
3298.19995;211791.359375
3298.30005;213727.578125
3298.40015;215046.640625
3298.5;215790.046875
3298.6001;215956.328125
3298.69995;215471.46875
3298.80005;214441.71875
3298.90015;212783.25
3299;210670.265625
3299.1001;208126.9375
3299.19995;205143.78125
3299.30005;201916.671875
3299.40015;198414.765625
3299.5;194761.125
3299.6001;191027.8125
3299.69995;187277.21875
3299.80005;183565.125
3299.90015;179920.46875
3300;176428.859375
3300.1001;173040.8125
3300.19995;169865.359375
3300.30005;166892.796875
3300.40015;164020.265625
3300.5;161387.65625
3300.6001;158832.34375
3300.69995;156409.609375
3300.80005;154045.75
3300.90015;151729.84375
3301;149427.75
3301.1001;147071.265625
3301.19995;144718.9375
3301.30005;142212.09375
3301.40015;139670.40625
3301.5;137057
3301.6001;134369.9375
3301.69995;131629.6875
3301.80005;128868.9921875
3301.90015;126087.828125
3302;123466.4140625
3302.1001;120995.6875
3302.19995;118765.796875
3302.30005;116852.6171875
3302.40015;115275.265625
3302.5;114280.3046875
3302.6001;113778.8359375
3302.69995;113903.609375
3302.80005;114729.3984375
3302.90015;116317.40625
3303;118748.2734375
3303.1001;121959.0390625
3303.19995;125969.6484375
3303.30005;130866.6875
3303.40015;136444.5625
3303.5;142851.75
3303.6001;149886.59375
3303.69995;157433.46875
3303.80005;165406.1875
3303.90015;173702.015625
3304;182135.421875
3304.1001;190598.6875
3304.19995;198906.4375
3304.30005;206856.65625
3304.40015;214325.625
3304.5;221127.21875
3304.6001;227161.53125
3304.69995;232226.5
3304.80005;236250.203125
3304.90015;239113.578125
3305;240758.28125
3305.1001;241057.53125
3305.19995;240175.9375
3305.30005;237906.5
3305.40015;234464.34375
3305.5;229833.796875
3305.6001;224134.171875
3305.69995;217480.3125
3305.80005;210039.40625
3305.90015;201932.4375
3306;193443.1875
3306.1001;184700
3306.19995;175922.6875
3306.30005;167341.65625
3306.40015;159111.859375
3306.5;151496.578125
3306.6001;144696.75
3306.69995;138819.765625
3306.80005;134070.140625
3306.90015;130516.53125
3307;128287.390625
3307.1001;127490.6640625
3307.19995;128104.40625
3307.30005;130186.84375
3307.40015;133646.3125
3307.5;138486.5
3307.6001;144490.171875
3307.69995;151691.765625
3307.80005;159835.453125
3307.90015;168830.34375
3308;178465.375
3308.1001;188474.515625
3308.19995;198794.90625
3308.30005;209209.75
3308.40015;219436.609375
3308.5;229319.34375
3308.6001;238838.84375
3308.69995;247635.4375
3308.80005;255705.921875
3308.90015;262910.40625
3309;269176.28125
3309.1001;274482.5625
3309.19995;278807
3309.30005;282190.15625
3309.40015;284777.3125
3309.5;286460.84375
3309.6001;287447.84375
3309.69995;287921.9375
3309.80005;287921.40625
3309.90015;287773.8125
3310;287476.28125
3310.1001;287331.84375
3310.19995;287472.5625
3310.30005;287939.375
3310.40015;289079.875
